source,target,rem_blink_score
348.0,2516.0,0.13277275389579118
348.0,1716.0,0.11570816505977283
348.0,1463.0,0.11465462266579385
348.0,4145.0,0.10907347908956662
348.0,4953.0,0.10729083790871048
348.0,350.0,0.10690980271909628
348.0,715.0,0.10690980271909628
348.0,804.0,0.08928510854288291
348.0,1825.0,0.0737432321271627
348.0,2937.0,0.0737432321271627
348.0,3023.0,0.0737432321271627
348.0,21.0,0.07208583733371164
348.0,966.0,0.07208583733371164
348.0,3313.0,0.07208583733371164
348.0,1624.0,0.06661443123244797
348.0,2924.0,0.307571752286299
348.0,99.0,0.22666378048425187
348.0,2279.0,0.21039088824246507
348.0,1069.0,0.16743787337890934
348.0,3027.0,0.15403544770312783
348.0,1219.0,0.14689445161291656
653.0,66.0,0.3808765631722571
653.0,5187.0,0.37538457398954334
653.0,4723.0,0.29814017560813927
653.0,4720.0,0.24549938853424624
653.0,2938.0,0.2413010762335148
653.0,62.0,0.22870171899070735
653.0,105.0,0.21578840557095635
653.0,2363.0,0.19871432927587812
653.0,340.0,0.19509348299654655
653.0,549.0,0.14734270839356198
653.0,6363.0,0.14606334001485724
653.0,545.0,0.14470365717259445
653.0,2461.0,0.14447155701180714
653.0,957.0,0.13949384169465234
653.0,308.0,0.13782402852406136
653.0,1658.0,0.13525635639670291
653.0,93.0,0.13349999270629254
653.0,362.0,0.12851858087112847
653.0,4603.0,0.12528700234706622
653.0,2848.0,0.1233234841897872
653.0,1575.0,0.12082184148940556
653.0,832.0,0.11570816505977283
653.0,1065.0,0.11570816505977283
653.0,1260.0,0.11570816505977283
653.0,1289.0,0.11570816505977283
653.0,4602.0,0.11570816505977283
653.0,1656.0,0.11434144013280637
653.0,307.0,0.11173136208774126
653.0,3088.0,0.10469325229512937
653.0,2715.0,0.08468717767696055
653.0,253.0,0.08001111491831393
653.0,1143.0,0.07755244839263462
653.0,290.0,0.07645348248122914
653.0,631.0,0.0737432321271627
653.0,4506.0,0.07371175408495453
653.0,87.0,0.07208583733371164
653.0,1155.0,0.07208583733371164
653.0,2324.0,0.07208583733371164
653.0,5477.0,0.07049997354513438
653.0,5836.0,0.07024739424271952
653.0,4588.0,0.06950402060813997
653.0,14.0,0.0669039727407868
653.0,1048.0,0.0669039727407868
653.0,2532.0,0.0669039727407868
653.0,4169.0,0.060298796708260875
653.0,388.0,0.059795844920257205
653.0,494.0,0.059795844920257205
653.0,593.0,0.3520666756872976
653.0,2941.0,0.21770262740459853
653.0,2924.0,0.2167404552310956
653.0,3707.0,0.20948378973702164
653.0,6361.0,0.2026168674851988
653.0,4361.0,0.19916969810591995
653.0,2825.0,0.1936917512786674
653.0,7425.0,0.18312927706533547
653.0,6380.0,0.16741969479099075
653.0,5353.0,0.15879557488132945
653.0,7432.0,0.15206397155373302
653.0,6256.0,0.14625490527210153
653.0,4626.0,0.14527714316857668
653.0,544.0,0.14417299503883987
24.0,1794.0,0.2969671586776594
24.0,51.0,0.24319241455954335
24.0,255.0,0.2043211768192938
24.0,256.0,0.18726985143575337
24.0,53.0,0.1520398354831756
24.0,1060.0,0.1520398354831756
24.0,4123.0,0.1520398354831756
24.0,100.0,0.14940078426220801
24.0,792.0,0.14907979096156734
24.0,225.0,0.14887012212845344
24.0,492.0,0.14887012212845344
24.0,619.0,0.14734270839356198
24.0,620.0,0.14470365717259445
24.0,2523.0,0.12917573466491575
24.0,487.0,0.11570816505977283
24.0,2526.0,0.11129002951353352
24.0,26.0,0.1083435775179757
24.0,7.0,0.10511561917793512
24.0,40.0,0.10469325229512937
24.0,4594.0,0.10469325229512937
24.0,231.0,0.07589150510150576
24.0,1793.0,0.06734395159872864
24.0,3796.0,0.06734395159872864
24.0,4933.0,0.0669039727407868
24.0,871.0,0.06267778568455155
24.0,587.0,0.2413010762335148
24.0,18.0,0.2213652470086554
24.0,2173.0,0.14734270839356198
24.0,99.0,0.14470365717259445
24.0,4929.0,0.14417299503883987
24.0,4932.0,0.14417299503883987
5.0,59.0,0.1384279522860685
27.0,28.0,0.10690980271909628
59.0,99.0,0.48273000677391353
59.0,12.0,0.10469325229512937
59.0,1809.0,0.1866706113985358
59.0,54.0,0.1511612126396407
1809.0,3194.0,0.21578840557095635
1809.0,1206.0,0.1462834190408639
1809.0,9.0,0.13277275389579118
1809.0,10.0,0.13277275389579118
1809.0,11.0,0.13202288658691463
1809.0,4015.0,0.10907347908956662
1809.0,1808.0,0.10690980271909628
1809.0,4016.0,0.10570488484500794
1809.0,1732.0,0.1511612126396407
1809.0,1917.0,0.14417299503883987
1917.0,2437.0,0.274548029837059
2437.0,1730.0,0.4316340826086407
2437.0,3923.0,0.38354218371184895
2437.0,1207.0,0.32376613427802114
2437.0,3194.0,0.2928296505798899
2437.0,4836.0,0.2857985859007203
2437.0,4860.0,0.14417299503883987
2437.0,872.0,0.13202288658691463
2437.0,1272.0,0.10690980271909628
2437.0,33.0,0.0737432321271627
2437.0,598.0,0.06411463155366832
2437.0,5708.0,0.2648290212508568
2437.0,4705.0,0.19046763910839026
2437.0,1732.0,0.15401717378294374
4014.0,3089.0,0.15401717378294374
4014.0,4931.0,0.14689445161291656
4014.0,4935.0,0.14689445161291656
4014.0,2420.0,0.14470365717259445
4014.0,5807.0,0.14417299503883987
4014.0,5811.0,0.14417299503883987
4934.0,344.0,0.129064837085611
295.0,1144.0,0.14417299503883987
295.0,291.0,0.10690980271909628
295.0,1039.0,0.10690980271909628
295.0,1147.0,0.0772205876785305
5813.0,2438.0,0.14689445161291656
35.0,703.0,0.11570816505977283
1570.0,2812.0,0.41328649489363445
1570.0,1007.0,0.371339045577641
1570.0,649.0,0.37080327419759274
1570.0,2184.0,0.31860376536897284
1570.0,587.0,0.24421933810388582
1570.0,2923.0,0.14417299503883987
1570.0,4704.0,0.12290793673500938
1570.0,153.0,0.10469325229512937
1570.0,90.0,0.059795844920257205
1570.0,1207.0,0.28268811357563184
1570.0,2924.0,0.22938685393638897
1570.0,2267.0,0.14689445161291656
43.0,13.0,0.10511561917793512
43.0,63.0,0.10511561917793512
43.0,69.0,0.10511561917793512
43.0,1310.0,0.10511561917793512
43.0,1964.0,0.10511561917793512
43.0,1965.0,0.10511561917793512
43.0,847.0,0.0669039727407868
42.0,95.0,0.14874566861108562
42.0,208.0,0.12404523963077878
16.0,47.0,0.15401717378294374
16.0,95.0,0.14470365717259445
47.0,100.0,0.15401717378294374
47.0,5459.0,0.13202288658691463
47.0,241.0,0.14417299503883987
93.0,41.0,0.14689445161291656
94.0,236.0,0.14874566861108562
94.0,92.0,0.12449558428834169
95.0,241.0,0.15401717378294374
206.0,414.0,0.5325311191061047
206.0,243.0,0.32021901774504746
206.0,453.0,0.305974980694566
206.0,160.0,0.1485234747746513
206.0,1949.0,0.12917573466491575
206.0,6115.0,0.11570816505977283
206.0,5961.0,0.11465462266579385
206.0,515.0,0.0633791210433057
206.0,199.0,0.2376086228570093
206.0,1443.0,0.14417299503883987
206.0,3129.0,0.14417299503883987
2924.0,2184.0,0.5272030444016237
2924.0,4483.0,0.43179957147876535
2924.0,1648.0,0.30468685383498423
2924.0,4482.0,0.29438208434787844
2924.0,7102.0,0.11570816505977283
2924.0,2922.0,0.10690980271909628
2924.0,6361.0,0.2659084997041749
2924.0,1069.0,0.2580946493958231
2924.0,1207.0,0.22296316094925758
2924.0,2279.0,0.22001360577165285
2924.0,3027.0,0.20064211412473884
2924.0,5708.0,0.17841994713606965
2924.0,1730.0,0.14559824708520278
2924.0,950.0,0.14470365717259445
2924.0,3582.0,0.14470365717259445
2924.0,259.0,0.14417299503883987
2924.0,5476.0,0.14417299503883987
3707.0,6361.0,0.4995604931398694
3707.0,2825.0,0.48231332737704424
3707.0,2279.0,0.4242622200931833
3707.0,3104.0,0.36201822548704277
3707.0,6952.0,0.11570816505977283
3707.0,885.0,0.10621527942652353
3707.0,5353.0,0.43653466233982274
3707.0,5708.0,0.4311657593160389
3707.0,8319.0,0.2667287876164459
3707.0,8312.0,0.2599233259085463
3707.0,5355.0,0.2555936691657078
3707.0,4361.0,0.24615721300683263
3707.0,4483.0,0.22911089748422667
3707.0,4482.0,0.21990011530180412
3707.0,1574.0,0.21645730600287078
3707.0,1730.0,0.21584728685633964
3707.0,10531.0,0.21456569820651505
3707.0,2184.0,0.21253878416832295
3707.0,10538.0,0.2108179847414042
3707.0,1069.0,0.1908528323721389
3707.0,2941.0,0.18343714944212616
3707.0,6380.0,0.14470365717259445
3707.0,950.0,0.14417299503883987
3707.0,3725.0,0.14417299503883987
3708.0,5476.0,0.14417299503883987
3708.0,44.0,0.13202288658691463
6361.0,5708.0,0.509041241659091
6361.0,1219.0,0.428907565455441
6361.0,5354.0,0.2336031416955729
6361.0,4601.0,0.21418700960138895
6361.0,7263.0,0.14417299503883987
6361.0,5353.0,0.4168299527162147
6361.0,8319.0,0.4066649785066798
6361.0,2825.0,0.40129843549023037
6361.0,8312.0,0.3880844097526982
6361.0,2279.0,0.2942261475485786
6361.0,10531.0,0.2463856797734702
6361.0,10538.0,0.24262187534166366
6361.0,3027.0,0.21177037389659512
6361.0,2941.0,0.20372520934183527
6361.0,4361.0,0.16941731927558187
6361.0,6256.0,0.1511612126396407
6361.0,5476.0,0.14589305114138598
6361.0,3695.0,0.14417299503883987
6361.0,6380.0,0.14417299503883987
6361.0,6600.0,0.14417299503883987
23.0,645.0,0.14689445161291656
23.0,25.0,0.10511561917793512
18.0,51.0,0.4720975776293329
18.0,99.0,0.24553754200507785
51.0,587.0,0.2659570137271514
99.0,30.0,0.28687205395213844
99.0,3695.0,0.17972467642234444
99.0,260.0,0.1758649895687369
99.0,89.0,0.14644073974059976
99.0,19.0,0.14417299503883987
99.0,649.0,0.23993232252385072
99.0,1013.0,0.14417299503883987
587.0,226.0,0.14689445161291656
1207.0,4705.0,0.283894167373144
1207.0,1646.0,0.2578712764960216
1207.0,1732.0,0.22796010896779687
1207.0,392.0,0.14239063625055548
1207.0,125.0,0.13151299311346257
1207.0,649.0,0.27406389860129665
1207.0,3923.0,0.20189491968621162
1207.0,1648.0,0.16232929039198454
1207.0,1219.0,0.14734270839356198
1207.0,703.0,0.1454686356390728
1207.0,3103.0,0.14417299503883987
1207.0,3104.0,0.14417299503883987
1257.0,745.0,0.14689445161291656
1257.0,1901.0,0.14689445161291656
1257.0,2518.0,0.14417299503883987
4705.0,5684.0,0.07645348248122914
4705.0,3923.0,0.214557429181207
45.0,80.0,0.11441351891950134
45.0,20.0,0.10592163498092566
46.0,310.0,0.11141258834604814
242.0,54.0,0.14549075428774574
242.0,1027.0,0.14417299503883987
242.0,599.0,0.07670403280569388
48.0,244.0,0.14417299503883987
310.0,2825.0,0.43052288681985906
310.0,347.0,0.37465782424328803
310.0,267.0,0.3694957066731143
310.0,270.0,0.32402987243447984
310.0,1086.0,0.28336748838967163
310.0,107.0,0.26478016181976055
310.0,1521.0,0.24553754200507785
310.0,2939.0,0.22357392606926865
310.0,91.0,0.22171464648322775
310.0,311.0,0.21825811655920513
310.0,6376.0,0.20913596830039208
310.0,1013.0,0.20160451004371258
310.0,1662.0,0.19366100065107458
310.0,511.0,0.17937160679299993
310.0,601.0,0.16903633322755118
310.0,265.0,0.16506298008943102
310.0,713.0,0.15791407075798788
310.0,600.0,0.1520398354831756
310.0,1153.0,0.1520398354831756
310.0,1154.0,0.14689445161291656
310.0,1156.0,0.14689445161291656
310.0,1157.0,0.14417299503883987
310.0,6493.0,0.14040720983286198
310.0,2429.0,0.13483589238946805
310.0,4855.0,0.13202288658691463
310.0,210.0,0.13153421970333012
310.0,4056.0,0.1311174035788226
310.0,272.0,0.13027516100599165
310.0,1661.0,0.12740812188583728
310.0,3726.0,0.12591016072853878
310.0,915.0,0.11746282420949714
310.0,466.0,0.11570816505977283
310.0,467.0,0.11570816505977283
310.0,480.0,0.11570816505977283
310.0,508.0,0.11570816505977283
310.0,2916.0,0.11570816505977283
310.0,4226.0,0.11570816505977283
310.0,5215.0,0.11570816505977283
310.0,5351.0,0.11570816505977283
310.0,6947.0,0.11570816505977283
310.0,96.0,0.11179413662778631
310.0,102.0,0.11009021392628687
310.0,2940.0,0.11009021392628687
310.0,1016.0,0.10469325229512937
310.0,3808.0,0.10469325229512937
310.0,4625.0,0.10469325229512937
310.0,4856.0,0.10469325229512937
310.0,571.0,0.078405816641632
310.0,604.0,0.0772205876785305
310.0,1536.0,0.07589150510150576
310.0,269.0,0.0737432321271627
310.0,6157.0,0.07208583733371164
310.0,608.0,0.0669039727407868
310.0,592.0,0.06429895320832785
310.0,237.0,0.0633791210433057
310.0,681.0,0.0633791210433057
310.0,710.0,0.0633791210433057
310.0,1525.0,0.0633791210433057
310.0,2957.0,0.0633791210433057
310.0,72.0,0.059795844920257205
310.0,498.0,0.05217888942217024
310.0,4626.0,0.3718615741199356
310.0,3602.0,0.24656446554942033
310.0,62.0,0.2194335962678607
310.0,3038.0,0.19061814690679232
310.0,66.0,0.16943322802674707
310.0,6600.0,0.15096495321526665
310.0,3039.0,0.14734270839356198
310.0,3829.0,0.14470365717259445
310.0,4880.0,0.14417299503883987
255.0,645.0,0.14689445161291656
256.0,645.0,0.1449045117954874
581.0,1060.0,0.15401717378294374
581.0,223.0,0.15344944096724092
581.0,702.0,0.14734270839356198
581.0,435.0,0.11570816505977283
581.0,2809.0,0.11570816505977283
581.0,583.0,0.07208583733371164
2509.0,792.0,0.10321650044982532
89.0,546.0,0.2194335962678607
89.0,227.0,0.15401717378294374
100.0,6466.0,0.10469325229512937
187.0,439.0,0.21525061692001982
187.0,547.0,0.10090326233681544
226.0,1006.0,0.14470365717259445
231.0,29.0,0.07208583733371164
241.0,1028.0,0.14417299503883987
249.0,1040.0,0.14417299503883987
291.0,106.0,0.14689445161291656
291.0,1146.0,0.14417299503883987
291.0,292.0,0.10690980271909628
492.0,496.0,0.10690980271909628
492.0,158.0,0.10090326233681544
586.0,223.0,0.15791407075798788
620.0,1616.0,0.14470365717259445
702.0,5685.0,0.14689445161291656
703.0,649.0,0.3636912881283553
703.0,2418.0,0.11570816505977283
703.0,701.0,0.10690980271909628
703.0,593.0,0.2213652470086554
703.0,1730.0,0.1520398354831756
873.0,1997.0,0.1495796432951552
873.0,1996.0,0.1384279522860685
1060.0,585.0,0.15401717378294374
2173.0,223.0,0.4775045236443161
2173.0,1497.0,0.14689445161291656
2523.0,2524.0,0.10690980271909628
2526.0,1810.0,0.14689445161291656
2526.0,3297.0,0.1412971659287081
2526.0,1259.0,0.07674570506928728
2528.0,1819.0,0.5227026856429344
2528.0,4019.0,0.373680660176092
2528.0,4125.0,0.14470365717259445
2528.0,3301.0,0.32654553134836767
2528.0,4126.0,0.21436824860637455
2528.0,2530.0,0.2076940030055724
2528.0,2529.0,0.1777789520219997
2528.0,815.0,0.16360991901172578
2528.0,2631.0,0.14591007760684518
2528.0,4387.0,0.14417299503883987
3010.0,4591.0,0.39104207950736686
3010.0,3901.0,0.374755516042066
3010.0,3011.0,0.29021405566433095
3010.0,4707.0,0.14326833719278503
3010.0,3009.0,0.132264030767932
3010.0,746.0,0.07766848342553193
3010.0,3902.0,0.07597419036849987
3010.0,3793.0,0.060298796708260875
3794.0,1646.0,0.10469325229512937
3903.0,5687.0,0.14417299503883987
3903.0,1639.0,0.0737432321271627
4474.0,228.0,0.07208583733371164
4591.0,3691.0,0.45455494231764976
4591.0,10776.0,0.248894698349726
4591.0,4590.0,0.14331168415703574
4591.0,4481.0,0.10469325229512937
4591.0,3901.0,0.33384404331230866
4591.0,10783.0,0.23244758911795915
4591.0,5338.0,0.2120809087056355
4929.0,5933.0,0.3012958836778809
4929.0,5938.0,0.17167618841418245
4929.0,3183.0,0.14417299503883987
4929.0,6817.0,0.14417299503883987
4929.0,438.0,0.11570816505977283
4929.0,8428.0,0.10907347908956662
4929.0,8421.0,0.10907347908956662
4929.0,7989.0,0.14680203208370105
4929.0,7982.0,0.14680203208370105
4932.0,5938.0,0.1463267187972137
4932.0,3186.0,0.14470365717259445
4932.0,3185.0,0.14470365717259445
4932.0,11386.0,0.14417299503883987
30.0,61.0,0.14689445161291656
101.0,597.0,0.14470365717259445
266.0,1083.0,0.14417299503883987
593.0,597.0,0.14417299503883987
593.0,591.0,0.10690980271909628
593.0,6236.0,0.21179638787593655
593.0,1069.0,0.1463267187972137
593.0,1576.0,0.14470365717259445
649.0,259.0,0.14689445161291656
649.0,1645.0,0.14417299503883987
649.0,1648.0,0.14417299503883987
1069.0,2184.0,0.31794835619277595
1069.0,4483.0,0.21998460976031728
1069.0,259.0,0.14470365717259445
1069.0,1219.0,0.14417299503883987
1732.0,3103.0,0.14470365717259445
1732.0,3104.0,0.14417299503883987
3923.0,3027.0,0.49367969958293806
3923.0,2279.0,0.28270907318944616
3923.0,3103.0,0.22911089748422667
3923.0,4836.0,0.14482383351347886
3923.0,5708.0,0.14470365717259445
6575.0,7666.0,0.18577750681442035
6575.0,7659.0,0.180302145536373
6575.0,8694.0,0.14470365717259445
6575.0,8321.0,0.11570816505977283
5685.0,6699.0,0.31058536506485485
5685.0,3901.0,0.21856570334621453
5685.0,7652.0,0.14470365717259445
5685.0,4702.0,0.14387518226522442
5685.0,4703.0,0.14349122755295726
5685.0,7654.0,0.1357100827432484
5685.0,7661.0,0.13525228898941075
5685.0,10018.0,0.10469325229512937
5685.0,4706.0,0.07547694528366766
5685.0,4824.0,0.060298796708260875
5685.0,5807.0,0.14644073974059976
5685.0,7658.0,0.14470365717259445
5685.0,7808.0,0.14417299503883987
32.0,2438.0,0.09955240480301185
2438.0,4722.0,0.24770146607440038
2438.0,4029.0,0.14470365717259445
2438.0,3024.0,0.14417299503883987
2438.0,1345.0,0.13202288658691463
2438.0,1068.0,0.1266103693509661
2438.0,1220.0,0.11669555706184073
2438.0,2440.0,0.10690980271909628
2438.0,4839.0,0.10570488484500794
2438.0,58.0,0.10511561917793512
2438.0,110.0,0.10469325229512937
2438.0,154.0,0.10469325229512937
2438.0,294.0,0.10469325229512937
2438.0,1346.0,0.10469325229512937
2438.0,1362.0,0.10469325229512937
2438.0,2645.0,0.10469325229512937
2438.0,3101.0,0.10469325229512937
2438.0,3316.0,0.10469325229512937
2438.0,3013.0,0.07110548550373524
2438.0,548.0,0.0703305136326404
2438.0,4268.0,0.0669039727407868
2438.0,274.0,0.06411463155366832
125.0,34.0,0.1520398354831756
3194.0,3192.0,0.10690980271909628
3194.0,1807.0,0.07674570506928728
3194.0,2433.0,0.07670403280569388
3194.0,4946.0,0.14417299503883987
3194.0,4954.0,0.14417299503883987
137.0,826.0,0.14470365717259445
137.0,827.0,0.14417299503883987
137.0,831.0,0.14417299503883987
36.0,359.0,0.14689445161291656
36.0,453.0,0.14417299503883987
346.0,753.0,0.07670403280569388
359.0,761.0,0.3365207582602959
359.0,355.0,0.3045402171517454
359.0,760.0,0.2822745868658621
359.0,718.0,0.2548809887795506
359.0,453.0,0.24648747120933853
359.0,709.0,0.24186774268998668
359.0,831.0,0.15901975311486383
359.0,352.0,0.10690980271909628
359.0,1160.0,0.20916573173367492
359.0,1829.0,0.14470365717259445
359.0,2374.0,0.14470365717259445
359.0,2294.0,0.14417299503883987
406.0,199.0,0.15713532818951845
406.0,1293.0,0.14689445161291656
406.0,315.0,0.14689445161291656
406.0,1845.0,0.14547196148941585
409.0,2374.0,0.1657951922107863
409.0,829.0,0.15401717378294374
409.0,1298.0,0.1520398354831756
409.0,708.0,0.13202288658691463
453.0,457.0,0.45607960255917823
453.0,458.0,0.2848664414627912
453.0,455.0,0.10690980271909628
453.0,6256.0,0.1742862791643201
453.0,1814.0,0.14539156632918168
457.0,894.0,0.14874566861108562
457.0,1365.0,0.14417299503883987
458.0,199.0,0.31659190140211146
458.0,1365.0,0.14417299503883987
751.0,1264.0,0.49263209020861237
751.0,124.0,0.24656446554942033
751.0,1815.0,0.14470365717259445
751.0,4019.0,0.14470365717259445
751.0,1811.0,0.14417299503883987
751.0,1812.0,0.14417299503883987
751.0,1813.0,0.14417299503883987
157.0,2631.0,0.14417299503883987
2825.0,1574.0,0.2398942085502579
2825.0,2365.0,0.2195978436071617
2825.0,2195.0,0.16856559216733186
2825.0,2196.0,0.13609269000627172
2825.0,4361.0,0.43840629214696053
2825.0,5353.0,0.40849830310103513
2825.0,2941.0,0.4055894630400069
2825.0,3104.0,0.27014750386892056
2825.0,6256.0,0.26162151001870315
2825.0,8312.0,0.22343583059159233
2825.0,8319.0,0.22242409246586578
2825.0,3444.0,0.20070179596585846
2825.0,2279.0,0.18725065412481043
2825.0,3039.0,0.1578489455681666
2825.0,2199.0,0.15297771118350045
2825.0,5708.0,0.15182411110154362
2825.0,1515.0,0.14417299503883987
2825.0,3038.0,0.14417299503883987
2825.0,3829.0,0.14417299503883987
41.0,92.0,0.14082227482577775
84.0,454.0,0.11570816505977283
162.0,912.0,0.14417299503883987
162.0,909.0,0.13679562342600604
162.0,166.0,0.13277275389579118
162.0,73.0,0.07755244839263462
199.0,551.0,0.2677231715170423
199.0,553.0,0.24806205378761148
199.0,201.0,0.10690980271909628
199.0,2631.0,0.14976184615070937
199.0,967.0,0.14549075428774574
199.0,965.0,0.14417299503883987
209.0,971.0,0.14417299503883987
495.0,156.0,0.42971542310539573
495.0,439.0,0.14634223045361985
495.0,10385.0,0.14378480818049866
495.0,1924.0,0.14417299503883987
828.0,1934.0,0.14470365717259445
828.0,134.0,0.14417299503883987
3444.0,4361.0,0.5406601405020538
3444.0,7995.0,0.44075431048172403
3444.0,2631.0,0.4237203145207622
3444.0,5075.0,0.37761856519067616
3444.0,6836.0,0.3463090804102994
3444.0,6829.0,0.3167263926985897
3444.0,7988.0,0.31557058040934977
3444.0,1015.0,0.24258848536668567
3444.0,4216.0,0.13609269000627172
3444.0,7806.0,0.11570816505977283
3444.0,2633.0,0.10480507467588233
3444.0,2718.0,0.060298796708260875
3444.0,5355.0,0.381301006866929
3444.0,6970.0,0.24482471049739343
3444.0,2731.0,0.22963629774968103
3444.0,967.0,0.21854847406480157
3444.0,6977.0,0.20898172903055334
3444.0,5353.0,0.20421758658483075
3444.0,8149.0,0.15925117454828513
3444.0,7146.0,0.15059347982393786
3444.0,8156.0,0.14770079834646524
3444.0,3725.0,0.1463267187972137
3444.0,3189.0,0.14470365717259445
3444.0,7295.0,0.14470365717259445
3444.0,1264.0,0.14417299503883987
3444.0,1352.0,0.14417299503883987
3444.0,3701.0,0.14417299503883987
3444.0,4528.0,0.14417299503883987
4503.0,2631.0,0.4537802606130683
4503.0,7274.0,0.4495303301659787
4503.0,5476.0,0.4219652511368436
4503.0,2827.0,0.14417299503883987
4503.0,4748.0,0.14417299503883987
4503.0,4501.0,0.10690980271909628
